id_quadro,quadro,id_lista,lista,id_cartao,cartao,descricao,data_inicio,data_fim,lead_time,id_checklist,checklist,quant_itens
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65088da9754b2519c5d889df,Registrar ou Obter dados bancarios e do beneficiario,"A opção mais interessante e obter os dados do pje (pessoa fisica) via api PJE-Integracao.

A ideia seria chamar um servico passando o cpf p obter o id e com esse id chamar o outro servico que retorna todos os dados da PF, incluindo os bancarios. Isso porque no integracao n achei uma api q retorne tudo passando apenas o cpf.

GET
[https://pje-homologacao.trt5.jus.br/pje-integracao-api/api/pessoas/fisicas?cpf=02161997513&situacao=1](https://pje-homologacao.trt5.jus.br/pje-integracao-api/api/pessoas/fisicas?cpf=02161997513&situacao=1 ""‌"")

RETORNO:

`{""pagina"":1,""tamanhoPagina"":20,""qtdPaginas"":1,""totalRegistros"":1,""resultado"":[{""id"":393126,""nome"":""ANGELO ANDRADE MOURA"",""cpf"":""021.619.975-13"",""situacao"":true}]}`

GET
[https://pje-homologacao.trt5.jus.br/pje-integracao-api/api/pessoas/fisicas/393126](https://pje-homologacao.trt5.jus.br/pje-integracao-api/api/pessoas/fisicas/393126 ""‌"")

RETORNO:

`{""id"":393126,""nome"":""ANGELO ANDRADE MOURA"",""cpf"":""021.619.975-13"",""situacao"":true,""login"":""02161997513"",""codigoSexo"":""M"",""sexo"":""Masculino"",""dataNascimento"":""1985-07-18"",""nomeGenitora"":""CLARICE ANDRADE MOURA"",""podeUsarCelularParaMensagem"":false,""situacaoCpfReceitaFederal"":{""id"":0,""descricao"":""REGULAR""},""contaBancariaPrincipal"":{""id"":47,""numeroConta"":3333,""numeroContaDv"":""3"",""contaPrincipal"":true,""ativo"":true,""idBanco"":64,""idAgenciaBancaria"":47,""agenciaNumero"":222,""agenciaDv"":""2""}}`

‌

Dados processo:

[https://pje-homologacao.trt5.jus.br/pje-integracao-api/api/processos/id/393126](https://pje-homologacao.trt5.jus.br/pje-integracao-api/api/processos/id/393126/partes ""‌"")

Partes Processo:

[https://pje-homologacao.trt5.jus.br/pje-integracao-api/api/processos/id/393126/partes](https://pje-homologacao.trt5.jus.br/pje-integracao-api/api/processos/id/393126/partes ""‌"")

‌

Pelo numero:

[https://pje-homologacao.trt5.jus.br/pje-integracao-api/api/processos/numero/0000085-45.2023.5.05.0121/completo](https://pje-homologacao.trt5.jus.br/pje-integracao-api/api/processos/numero/0000085-45.2023.5.05.0121/completo ""‌"")",2023-09-21,2023-12-07,77,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65088de22ae5c641816408dd,Tela de pagamento direto aos beneficiaros,"1. Processos que nao sao do 2 grau nao serao exibidos
2. Processos que por algum motivo o Pje nao retorne dados ou dê erro na consulta irao aparecer desabilitados com mensagem de alerta
3. Os alvaras poderao ser marcados como ""Pagamento manual"" nos casos emq e são feitos fora do SIP. Entretanto, só os alvaras de saque e de transferencia ao beneficiario poderao ter outros dados alterados (apenas os campos sacador1, sacador2 e representante processual). Os sacadores por padrao serão o proprio beneficiario e o primeiro advogado da lista do PJe. O representante vem selecionado o primeiro da lista
4. Os alvaras de recolhimento virao preenchidos conforme informacoes passadas por Marcelo e nao serão editados

Opcoes de liberacao com dados arrumados: 1602, 1959",2023-10-04,2023-12-07,64,6512d79fec8beca9d5956529,checklist,14
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,650af2ac43063ca374a1b1b5,Ajustes na tela de liberação,sem descricao,2023-10-25,2023-12-07,43,650c4b0b294e5ffecc803337,checklist,1
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,650c307747eb987f870a156e,Bug ao pagar RP multiplos beneficiarios contemplando apenas parte dos beneficiarios,sem descricao,2023-09-21,2023-09-21,0,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6526dae69a5ea1cc1c16edb5,Verificar duplicacao de convenio,Impedir que dois precatórios estejam em dois convênios independente do mesmo estar homologado ou não,2023-10-24,2023-12-07,44,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,652d489c744ceb7d343a7d3f,Mudar beneficiario para VIUVA RP 01755/2016,"34286	 JOAO FRANCISCO MOURA COSTA FILHO	F	01770462520	true	false	32482	0	2023-08-09 10:26:09.757	SISTEMA

‌

mudou para

34286	MARIA VITORIA ALVAREZ MOURA COSTA	F	04904869591	true	false	44849	0	2023-08-09 10:26:09.757	SISTEMA",2023-10-16,2023-10-16,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,652e95756ac8384ceec935f1,Alterar o regime do município conforme informação do GPREC,sem descricao,2023-10-20,2023-12-07,48,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,652eee9676a139ab121a46ce,Ao homologar acordo com deságio a tela de convênio não abre - ver camaçari em homologação,sem descricao,2023-10-18,2023-12-07,50,652fe92bda37f682bbdb757a,bugs corrigidos,2
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6536793cde2aef137acde1de,Ajuste para corrigir local date - todos os módulos,sem descricao,2023-10-23,2023-12-07,45,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65396f19faf25b468306fda3,Registro do pedido de acordo por parcelamento,sem descricao,2023-11-13,2023-12-07,24,65396f1d9649c77a9520ec20,checklist,6
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,653970414a161466850f9eca,Ajustes tela de aporte,sem descricao,2023-11-14,2023-12-07,23,6539704660bad7cb7c479f9b,checklist,10
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,653976e80ac25d7e80648dc5,Ajustes tela de depósitos e aportes,sem descricao,2023-11-27,2023-12-07,10,653976f1f3b8bf2983ee14d7,checklist,5
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,653bbdf1e810eddf96f1dcec,Ajuste tela de convenio,sem descricao,2023-11-09,2023-12-07,28,653bbe059a4aec0bb6b5c5c5,checklist,1
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,653bbe010df70b13b9ecbdcb,Ajuste tabela de tb_agrupamento,sem descricao,2023-12-07,2023-12-07,1,653bbe1bf1f29c95d9658d13,checklist,1
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6556803b8c50d7d0571a1ead,Criar opção para permitir finalizar um convênio,"Avaliar necessidade do campo ""regime especial"" do convenio

Essa  informacao vem do ente mas estamos replicando no convenio.

Quando muda o status do ente o convenio nao muda, ficando inconsistente.

Pq criamos esse campo no convenio?? Precisamos mesmo??",2023-11-17,2023-12-07,20,6556803f05cdd53963282e80,checklist,10
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,655dfd1b7b50b8bb866db546,Bugs e ajustes da versão 3.2.0,sem descricao,2023-11-22,2023-12-07,15,655e133db73cf07553bc7bfe,ocorrencias,18
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6560e0530a228831c053b40c,duplicacao de alvara na transferencia pra conta principal do mesmo processo,Houve um caso de Santo Amaro que foram gerados 2 alvaras cada conta.,2023-12-07,2023-12-07,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6565ebc8b3c4ada5b958d84e,Ajustes relatório relatório precatórios com previsão de débito,"\@‌Joselino Rocha de Souza e \@‌Angelo Andrade Moura queria aproveitar para pedir um ajuste de leve nesse relatório...o CNJ não permite qualquer informação sobre numero do processo e nome do Beneficiário...por isso, gostaria que essas informações fossem retiradas do arquivo PDF qndo gera o relatório. Retirar tb a coluna ""Executado"" pq está sempre em branco. o resto permanece. E trocar o nome da coluna N. Ofício para ""N. da RP"". Valeu

‌

\@Angelo Andrade Moura olha que viagem que descobri só agora....se eu estou consultando um ente X na tela de precatório, e mudo o nome para o Ente Y e não clico em ""pesquisar"", clicando em relatório PDF aparece o nome do Ente Y com a relação de precatórios do Ente X...o relatório sai erradão",2023-12-07,2023-12-07,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6565eca7fce1e8ddbc7a2f37,Correção bug no GPREC / PJe-Calc não considera pagamento - R254267,"**CONTORNO VIA RDM R254267**

SELECT  DISTINCT (rp.SNRREQUISICAO)
\--, sp.IIDSOLICITACAOPAGAMENTO id\_sol\_pagto, sp.DDTCRIACAO, rb.DDTREQUISICAOBAIXA , rb.DDTRECEBIMENTOBAIXA
\--SELECT count (1)
FROM gep.TBREQUISICAOBAIXA rb, gep.TBSOLICITACAOPAGAMENTO sp, gep.TBREQUISICAOPAGAMENTO rp, gep.TBSOLICITACAO s
WHERE 1=1
AND rb.IIDSOLICITACAOPAGAMENTO  = sp.IIDSOLICITACAOPAGAMENTO
\--AND sp.IIDSOLICITACAOPAGAMENTO = 2018
\--AND sp.STPSOLICITACAO = 'PRECATORIOSIP'
\--AND rb.DDTRECEBIMENTOBAIXA IS NOT NULL
\--AND sp.DDTCRIACAO = rb.DDTREQUISICAOBAIXA
AND rb.IIDREQUISICAOPAGAMENTO = rp.IIDREQUISICAOPAGAMENTO
AND rp.IIDSOLICITACAO = s.IIDSOLICITACAO
AND s.IIDSITUACAO IN (7,8)
\--AND rp.SNRREQUISICAO  IN ('02175/2021','06968/2023')
AND to\_char(sp.DDTCRIACAO, 'DD/MM/YYYY hh24:mi') = to\_char(rb.DDTREQUISICAOBAIXA, 'DD/MM/YYYY hh24:mi')
AND EXISTS (SELECT 1 FROM gep.TBATUALIZACAOAUTORP arp			
WHERE arp.IIDSOLICITACAO = s.IIDSOLICITACAO
AND arp.DDTATUALIZACAO >= sp.DDTCRIACAO 			
)
AND (SELECT count(1) from TBBENEFICIOPAGAMENTO pag   WHERE pag.IIDSOLICITACAO  = s.IIDSOLICITACAO) > 1
\--AND EXISTS (SELECT 1 from TBBENEFICIOPAGAMENTO pag2   WHERE pag2.IIDSOLICITACAO  = s.IIDSOLICITACAO AND pag2.DDTPAGAMENTO >= to_date('14/09/2023','dd/mm/yyyy') )
\--ORDER BY 2,3, 1
;

‌

**--UPDATE gep.TBREQUISICAOBAIXA req**
**--SET DDTREQUISICAOBAIXA = DDTREQUISICAOBAIXA + interval '1' minute**
**SELECT count (1) FROM gep.TBREQUISICAOBAIXA req**
**WHERE 1=1**
**AND EXISTS (SELECT 1 FROM gep.TBREQUISICAOBAIXA rb, gep.TBSOLICITACAOPAGAMENTO sp**
**WHERE rb.IIDSOLICITACAOPAGAMENTO  = sp.IIDSOLICITACAOPAGAMENTO**
**AND sp.STPSOLICITACAO = 'PRECATORIOSIP'**		
**AND to\_char(sp.DDTCRIACAO, 'DD/MM/YYYY hh24:mi') = to\_char(rb.DDTREQUISICAOBAIXA, 'DD/MM/YYYY hh24:mi')**
**AND req.IIDREQUISICAOBAIXA =rb.IIDREQUISICAOBAIXA**
**)**
**;**",2023-12-07,2023-12-11,4,657074a599c5fe5a170cfe9c,checklist,3
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65673bc64f238ca093a4c50f,Voltar a tela de carga de dados para os perfis do nucleo e setor de precatórios,sem descricao,2023-12-07,2023-12-07,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65674fd8c826b49d218eea5d,Tela de liberação alteração pagto por acordo,sem descricao,2023-11-29,2023-12-07,8,65674fdf75a884fa4e698231,checklist,3
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,656e4a5a2893296721d38fb5,[PRIVADO] Fazer/localizar serviço no PJe que retorna as obrigações de pagar de um processo (ver com murilo),"‌

[https://pje-dev.trt5.jus.br/pje-comum-api/api/tiposrubrica](https://pje-dev.trt5.jus.br/pje-comum-api/api/tiposrubrica ""‌"")

[https://pje-dev.trt5.jus.br/pje-comum-api/api/processos/id/1303923/obrigacoespagar](https://pje-dev.trt5.jus.br/pje-comum-api/api/processos/id/1303923/obrigacoespagar ""‌"")",2023-12-14,2024-01-26,43,65771704cb4b84d82ca65f42,checklist,1
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,656f5eb25dd0fe97d574054b,Ajustes jobs de depósitos e contas judiciais,sem descricao,2023-12-05,2023-12-07,2,656f5eb25dd0fe97d57405c8,checklist,3
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,656f6f4c7018a9ccbafdcdc0,Melhorar navegacao e filtro para tela de alvaras a partir da liberacao e da conta judicial,"Tentar filtrar apenas os alvaras com vinculo c a liberacao selecionada.

Hoje filtramos pelo ente e listamos todos os alvaras do dia da liberacao",2023-12-06,2023-12-07,1,65706f439a2582d6b6fff353,checklist,3
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6570742cbbad526d72206d53,Ajustes de nomes dos jobs de depósitos e contas judiciais,Migrado do #828.,2023-12-13,2023-12-14,1,6570742cbbad526d72206d9d,checklist,2
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6570761103dd605f7c1bcde8,Configurar ambiente de desenvolvimento de Jorge - falta apenas configurar máquina do TRT,sem descricao,2023-12-06,2023-12-06,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6570af6844e539c06e93b2ee,Auditar tabela tb_conta_judicial,sem descricao,1900-01-01,1900-01-01,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6578a137b121bcb308c83d9e,Ajustes nas telas de aportes e depositos,A Consulta de depositos nao tem ordenacao alguma.,2023-12-13,2023-12-13,0,657afaa34be37393523d3ad8,checklist,3
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,657c4acad0f790ba6d22a271,INCONSISTENCIA NO RELATORIO DE PAGAMENTO ALVARA,"Alguns casos em que o relatorio publico nao retorna resultados mesmo apos o cumprimento do alvara

NORDESTINA:

0000820-89.2018.5.05.0271

0000151-02.2019.5.05.0271

0000026-34.2019.5.05.0271

0001157-15.2017.5.05.0271",2023-12-15,2023-12-18,3,657c63ff6eaaca2e44f1159e,causas identificadas,4
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65806f2b1cee0ce26ffbbd7a,RP 01326/2021 nao consegue reimportar pois tem diferenca de 0.01 no valor pago do gprec,"Devido a um registro equivocado de pgamento de 0.01 no gprec criou-se uma inconsistencia que nao possibilitava que a RP fosse reimportada.

CONTORNO:

Ajustei o valor pago no sip (+ 0.01) pra permitir reimportar a RP. Depois  de reimportar retirei o 0.01 que havia sido adicionado (tanto do valor pago quanto do valor devido). Assim o valor pago ficou consistente e o saldo bate com o gprec.",2023-12-18,2023-12-18,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6580840ecf05d839a4518092,Auditoria de ContaJudicial - gerenciar entidade auditada p evitar erro na persistencia (para fazer teste completo após SIF funcionar em homologação),Aguardar ambiente sif hml p fazer todos os testes relacionados.,2023-12-19,2023-12-19,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65a6766818c55254f8daec89,Bug - ao criar novo convenio e incluir RP da erro,sem descricao,2024-01-16,2024-04-16,91,sem checklist,sem checklist,0
632de9ba9a8f070108a20b95,Time Remessa,632de9ba9a8f070108a20ba1,concluido,65b13e72937686b34d36f01b,PJEKZ-87824 - Melhoria na tela da remessa para sugerir a classe processual do TST,sem descricao,2024-01-24,2024-03-12,48,sem checklist,sem checklist,0
632de9ba9a8f070108a20b95,Time Remessa,632de9ba9a8f070108a20ba1,concluido,65b17660e5a3fce6640a2fd2,PJEKZ-89925 - [Remessa] Erro ao não informar o valor das custas,sem descricao,2024-02-21,2024-03-05,13,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65b2784a65c1479eb7f31294,Criar FK nas tabelas filhas: tb_solicitacao e tb_convenio,"Descobri que tinha ao menos 2 tabelas sem as devidas FKs:

1. tb\_solicitacao → tb\_divida
2. tb\_convenio → tb\_agrupamento",2024-01-26,2024-01-26,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65b7e9d45c0e3050ecdaea0a,SOLICITAÇÃO - ALTERAÇÃO PARA REGIME GERAL,"Por favor, altera no SIP para REGIME GERAL os Município abaixo listados:

1. Dário Meira
2. Itiúba
3. Lamarão
4. Planaltino
5. Utinga

Obrigado,

Fred

```
select * from tb_pessoa tp where id_pessoa in (22830,34472,18243,19862,30384)
18243	LAMARÃO	J	13844071000112
19862	PLANALTINO	J	13769021000118
22830	DÁRIO MEIRA	J	13700174000109
30384	UTINGA	J	13811807000156
34472	ITIÚBA	J	13988324000121
```

```
select * from tb_pessoa_juridica tpj where id_pessoa in (22830,34472,18243,19862,30384)

update tb_pessoa_juridica tpj
set in_regime_especial = false
where id_pessoa in (22830,34472,18243,19862,30384);
```",2024-01-29,2024-01-29,0,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65b80986764fed25a777429f,AJustar rateio da RP 07426/2023,sem descricao,2024-01-30,2024-01-30,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65bbab23580d45d154271120,Criar uma forma de transitar parametros nao sensiveis ao frontend,"Existem alguns parametros hardcoded no frontend, como o id da tarefa de sobrestamento. Seria interessante que ele fosse consultado dinamicamente.",2024-02-05,2024-02-05,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65c38836638363e4bb78c849,Criar schema para o SIP Privado no PJe para criar as views,"EVL → sip\_usuario\_servico / trt05senha

HML → sip\_usuario\_servico / trt05senha",1900-01-01,1900-01-01,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65c3b53faeda1c1d400e8718,Bug na comparacao dos saldos devedores entre SIP e GPREC antes do pagamento,"Tem um bug na verificacao dos valores da ultima RP que esta seno paga quando o gprec teve calculo atualizado apos a importacao pelo SIP.

→ SolicitacaoServico.atualizarValorRP()

O problema esta na totalizacao do saldo que esta em DividaValor, pois ali n estamos considerando so valores com juros e correcao",2024-02-07,2024-03-11,33,sem checklist,sem checklist,0
632de9ba9a8f070108a20b95,Time Remessa,632de9ba9a8f070108a20ba1,concluido,65d60477af54f936c47b12e4,PJEKZ-88103 - Remessa ao TST - advogado com endereço desconhecido,"\-> ERRO\_CONSULTAR\_BACKEND_MNI Erro na comunicação com servico solicitado. [MNI-014::Erro interno ao realizar consulta.]  - [Retificar autuação](https://pje.trt5.jus.br/pjekz/processo/289290/retificar ""‌"") - DESTINO\_CEP\_ENDERECO_PARTE",2024-02-28,2024-03-12,13,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65d890e43359611159843d4b,Esta desmarcando a quitacao da preferencia qd atualiza valores no SIP antes de liberar o pagamento.,Ainda Nao cconsegui reproduzir o caso,2024-02-23,2024-02-23,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65dcbac6e91e9bacf68c6090,Consulta de contas judiciais deve trazer contas novas,sem descricao,2024-03-04,2024-03-04,1,65dcbad8c8ea9de6a3f1fce6,checklist,1
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65df2a2bbbe8599f94516abd,RP reimportada esta saindo do convenio,Verificar tb o caso de exclusao seguida de nova importacao.,2024-02-28,2024-03-11,12,65df89ee892a50e88a5bf8f0,checklist,2
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65df2f597dbd9cfd16ce3eb6,Criar relatório para gerar a certidão de precatório para regime geral,"Oi Josi, aqui um exemplo da certidão de precatório
[https://jte.trt5.jus.br/pjs/consultaDocumento?json={%22idDocumento%22:%2299920032702260765664%22}](https://jte.trt5.jus.br/pjs/consultaDocumento?json=%7B%22idDocumento%22:%2299920032702260765664%22%7D ""‌"")
Outro: [https://jte.trt5.jus.br/pjs/consultaDocumento?json={%22idDocumento%22:%2299920032302259782104%22}](https://jte.trt5.jus.br/pjs/consultaDocumento?json=%7B%22idDocumento%22:%2299920032302259782104%22%7D ""‌"")

[https://jte.trt5.jus.br/pjs/consultaDocumento?json=%7B%22idDocumento%22:%2299920032602260614349%22%7D](https://jte.trt5.jus.br/pjs/consultaDocumento?json=%7B%22idDocumento%22:%2299920032602260614349%22%7D ""‌"")",2024-03-08,2024-03-08,1,65df2fbf6fcafcc501061b70,checklist,17
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65e0eadc617e4803f20c5025,Homologação SIP Público Versão 3.2.4,sem descricao,2024-03-04,2024-03-11,7,65e0eae72d3e9131cebc08ee,checklist,9
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65e5d015af87ee60f2438bbd,Fazer tela externa para consulta de saldo das contas judiciais,sem descricao,2024-03-04,2024-03-04,1,65f30aad0814427748e192b3,ajustes apos testes,2
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65e5d015af87ee60f2438bbd,Fazer tela externa para consulta de saldo das contas judiciais,sem descricao,2024-03-04,2024-03-04,1,65f30a828d9b117daa6cbb4e,requisitos e regras,5
632de9ba9a8f070108a20b95,Time Remessa,632de9ba9a8f070108a20ba1,concluido,65e5d269e90e93e4a155801b,PJEKZ-91056 - Planejamento para a versão PJe 2.11 e Satélites - Remessa/Baixa,sem descricao,2024-03-04,2024-03-12,8,sem checklist,sem checklist,0
65f1ef5813268acfc8841654,JTe,65f1ef5813268acfc884165c,concluido,65f1ef5913268acfc88417a7,Migração - Prazos abertos,A Web e Apk tiveram o mesmo comportamento.,2024-02-16,2024-08-19,185,65f1ef5913268acfc88417c2,teste,5
65f1ef5813268acfc8841654,JTe,65f1ef5813268acfc884165c,concluido,65f1ef5913268acfc88417aa,Migração - Assinatura documentos,"APK de teste:

[https://drive.google.com/file/d/1jFVb6g6vRHR4IUmgxFcEg8wx9gniHQSp/view?usp=drive_link](https://drive.google.com/file/d/1jFVb6g6vRHR4IUmgxFcEg8wx9gniHQSp/view?usp=drive_link ""‌"")

Manual de pareamento

[https://pje.csjt.jus.br/manual/index.php/Pareamento_PJe](https://pje.csjt.jus.br/manual/index.php/Pareamento_PJe ""smartCard-inline"")",2024-02-22,2024-08-08,168,65f1ef5913268acfc88417c5,checklist,11
65f1ef5813268acfc8841654,JTe,65f1ef5813268acfc884165c,concluido,65f1ef5913268acfc88417aa,Migração - Assinatura documentos,"APK de teste:

[https://drive.google.com/file/d/1jFVb6g6vRHR4IUmgxFcEg8wx9gniHQSp/view?usp=drive_link](https://drive.google.com/file/d/1jFVb6g6vRHR4IUmgxFcEg8wx9gniHQSp/view?usp=drive_link ""‌"")

Manual de pareamento

[https://pje.csjt.jus.br/manual/index.php/Pareamento_PJe](https://pje.csjt.jus.br/manual/index.php/Pareamento_PJe ""smartCard-inline"")",2024-02-22,2024-08-08,168,663e506a43e0eba94c7c73fd,teste,9
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65fade058e0077de1db8e614,"Erro ao realizar operação na tela de Contas Judiciais - ""registro alterado em outra transação""",sem descricao,2024-03-20,2024-03-20,1,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,65fc3eb4193156103a7522d9,Problemas Relatório e Saldo de contas - produção,![image.png](https://trello.com/1/cards/65fc3eb4193156103a7522d9/attachments/65fc3f0b0e5d179632447863/download/image.png),2024-03-21,2024-03-22,1,65fd7d9770b4d6a31ab47071,tarefas,2
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,660dad80a77895bf6e8dbbd9,Criar tela de lista de convênios para publicar no portal,"nome: lista de convênio do regime geral

mostrar somente os do regime geral e homologados e consultar automaticamente quando abrir a tela

paginação: 20, 50 e 100

Colocar filtro por nome do município com mínimo de três letras e a pesquisa deve ser feita:  %str%

Por padrão irá mostrar os convênios com saldo > 0 mas deve colocar swtch: mostrar quitados para mostrar todos

Campos da listagem, nessa ordem:  nome ente, número do procedimento,  valor devido, valor pago, saldo e quitado (manter os labels da tela de convênio)

[https://www.trt5.jus.br/Informacoes-gerais-precatorios](https://www.trt5.jus.br/Informacoes-gerais-precatorios ""‌"")",2024-04-03,2024-05-03,30,sem checklist,sem checklist,0
65f1e8e0cd957bafc99ead99,SEDSJ,65f1e8e0cd957bafc99eada0,concluido,661011d5b8ec5c93ba4de7ac,"Criar uma tela de consulta pública para todas as ocorrências registradas, sem necessidade de login (por enquanto sem download do documento). Exemplo https://portalpje.trt5.jus.br/pje-indisponibilidades - Testado - OK","**Como** Usuário externo (advogado ou procurador) não autenticado

**Eu quero** consultar as indisponibilidades registradas

**Para que** eu possa baixar a certidão de indisponibilidade e juntar ao processo

‌

Ambiente de teste: [https://indisys-dev.trt5.jus.br/](https://indisys-dev.trt5.jus.br/ ""‌"")

Login = AD de testes = Atagen",2024-05-08,2024-07-31,84,6682c82f07bdcfe00a50ec43,checklist,4
65f1e8e0cd957bafc99ead99,SEDSJ,65f1e8e0cd957bafc99eada0,concluido,661011d5b8ec5c93ba4de7ac,"Criar uma tela de consulta pública para todas as ocorrências registradas, sem necessidade de login (por enquanto sem download do documento). Exemplo https://portalpje.trt5.jus.br/pje-indisponibilidades - Testado - OK","**Como** Usuário externo (advogado ou procurador) não autenticado

**Eu quero** consultar as indisponibilidades registradas

**Para que** eu possa baixar a certidão de indisponibilidade e juntar ao processo

‌

Ambiente de teste: [https://indisys-dev.trt5.jus.br/](https://indisys-dev.trt5.jus.br/ ""‌"")

Login = AD de testes = Atagen",2024-05-08,2024-07-31,84,66a14e8bc6ca0b37da30beaa,testes,3
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,6615b857853e578968ab8835,Alterar vault usuario e senha do Gprec no sipag-integracao de hml,sem descricao,2024-04-09,2024-04-16,7,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,66192b0ba7cf2f0caaa3e268,Adicionar schema gep nas entidades do Gprec (sipag-integracao),sem descricao,2024-04-12,2024-04-16,4,sem checklist,sem checklist,0
5e7b59181c3ddf39d72541e4,Time SIP,5e7ba00591f196223df093e9,concluido,66193e75501d4af23a91b34d,Ajustes Consulta Convênios Judiciais,sem descricao,2024-04-15,2024-04-16,1,66193e7dd8a59ed392461ad3,checklist,5
